"120326,300800,""Email auxiliar coordinador"",,teleSYGRIS_EMAIL_AUXILIAR_COORDINADOR_300800,221510,NULL,0";;
"120326,228873,""Roles auditorías"",""Datatype (todos los roles dentro de este proyecto, son 6)"",teleSYGRIS_ROLES_AUDITORIAS_228873,221510,NULL,0";;
"120326,228874,""Usuarios auditorías"",""Listado de usuarios que participan en este proyecto, con sus roles"",teleSYGRIS_USUARIOS_AUDITORIAS_228874,221510,NULL,0";;
"120326,228365,""Tipo Auditoria"",""Datatype (Corporativa o local)"",teleSYGRIS_TIPO_AUDITORIA_228365,221510,237081,0";;
"120326,237079,""Tipo de Riesgo (ante NC) Translations"",""Translations table for collection Tipo de Riesgo (ante NC)"",teleSYGRIS_TIPO_DE_RIESGO_ANTE_NC_TRANSLAT_237079,221510,NULL,1";;
"120326,237080,""Tipo información requerida Translations"",""Translations table for collection Tipo información requerida"",teleSYGRIS_TIPO_INFORMACION_REQUERIDA_TRAN_237080,221510,NULL,1";;
"120326,237081,""Tipo Auditoria Translations"",""Translations table for collection Tipo Auditoria"",teleSYGRIS_TIPO_AUDITORIA_TRANSLATIONS_237081,221510,NULL,1";;
"120326,237082,""Tipo proceso Translations"",""Translations table for collection Tipo proceso"",teleSYGRIS_TIPO_PROCESO_TRANSLATIONS_237082,221510,NULL,1";;
"120326,228389,""Lista proveedores auditar"",""Listado proveedores. CARGAR CADA AÑO"",teleSYGRIS_LISTA_PROVEEDORES_AUDITAR_228389,221510,NULL,0";;
"120326,228390,""Tipo proceso"",""Datatype (apoyo, comercial, producción, soporte comercial)"",teleSYGRIS_TIPO_PROCESO_228390,221510,237082,0";;
"120326,228391,""Tipo proveedor"",""Datatype (global ó local)"",teleSYGRIS_TIPO_PROVEEDOR_228391,221510,NULL,0";;
"120326,228392,""Listado paises solicitantes"",""Países con sus firmas"",teleSYGRIS_LISTADO_PAISES_SOLICITANTES_228392,221510,NULL,0";;
"120326,278316,""Firmas auxiliares"",""Firmas auxiliares de proveedores"",teleSYGRIS_FIRMAS_AUXILIARES_278316,221510,NULL,0";;
"120326,228402,""Listado actividades"",""Datatype (Catálogo actividades según el proceso)"",teleSYGRIS_LISTADO_ACTIVIDADES_228402,221510,NULL,0";;
"120326,208691,""No Conformidades"",""Se rellena desde la pantalla"",teleSYGRIS_NO_CONFORMIDADES_208691,221510,NULL,0";;
"120326,228415,""Personas contacto áreas internas (no usada)"",""(no se usa)"",teleSYGRIS_PERSONAS_CONTACTO_AREAS_INTERNA_228415,221510,NULL,0";;
"120326,228416,""Motivos no realización auditoria"",""Datatype (Catálogo motivos)"",teleSYGRIS_MOTIVOS_NO_REALIZACION_AUDITORI_228416,221510,238254,0";;
"120326,231744,""Opciones de respuesta"",""Datatype con las posibles respuestas"",teleSYGRIS_OPCIONES_DE_RESPUESTA_231744,221510,NULL,0";;
"120326,228418,""Responsables del contrato"",""(no se usa)"",teleSYGRIS_RESPONSABLES_DEL_CONTRATO_228418,221510,NULL,0";;
