App_oid,Collection_oid,Field_id,Name,Datatype_id,Description,Required,Calculated,Formula,Translatable
"120326,187789,5249,""Número de Switch Sites"",3,,0,1,[5247]+[5248],0"
"120326,187789,5067,""Número de centrales propios"",3,""Superficie horizontal ocupada en Centrales propias de Telefónica"",0,0,,0"
"120326,187789,5068,""Número de centrales alquilados"",3,""Superficie horizontal ocupada en Centrales alquiladas por Telefónica"",0,0,,0"
"120326,187789,5069,""Número de MTSOs alquilados"",3,""Superficie horizontal ocupada en MTSOs alquilados de Telefónica"",0,0,,0"
"120326,187789,5070,""Número de MTSOs propios"",3,""Superficie horizontal ocupada en MTSOs propios por Telefónica"",0,0,,0"
"120326,187790,5080,""Número de unidades de Data Centers"",516,,0,0,,0"
"120326,187790,5086,""Metros cuadrados en Data Centers"",516,,0,0,,0"
"120326,187790,5089,""OPEX de Renta"",516,,0,0,,0"
120326,187790,5057,Sociedad,501,,0,0,,0
120326,187790,5056,Año,491,,0,0,,0
"120326,187790,5090,""OPEX de Renta de Data Centers"",329,""Coste total de Renta de Data Centers alquilados por Telefónica"",0,0,,0"
"120326,187790,5260,""Total Metros cuadrados en Data Centers"",4,,0,1,[5087]+[5088],0"
"120326,187790,5087,""Metros cuadrados en Data Centers propios"",4,""Superficie Horizontal ocupada en Data Centers propios de Telefónica"",0,0,,0"
"120326,187790,5088,""Metros cuadrados en Data Centers alquilados"",4,""Superficie Horizontal ocupada en Data Centers alquilados por Telefónica"",0,0,,0"
"120326,187790,5259,""Total Número de unidades de Data Centers"",3,,0,1,[5081]+[5082],0"
"120326,187790,5081,""Número de Data Centers propios"",3,""Nº de Data Centers propios de Telefónica"",0,0,,0"
"120326,187790,5082,""Número de Data Centers alquilados"",3,""Nº de Data Centers alquilados por Telefónica"",0,0,,0"
"120326,187790,5083,""Número de Data Centers que albergan aplicaciones de Telefónica"",3,""Nº de Data Centers que albergan aplicaciones de Telefónica"",0,0,,0"
"120326,187790,5084,""Número de Data Centers que albergan aplicaciones de Clientes"",3,""Nº de Data Centers que albergan aplicaciones de Clientes"",0,0,,0"
"120326,187790,5085,""Número de Data Centers que albergan aplicaciones de Telefónica y Clientes"",3,""Nº de Data Centers que albergan aplicaciones de Telefónica y Clientes"",0,0,,0"
"120326,187791,5099,""Número de unidades de Oficinas"",516,,0,0,,0"
"120326,187791,5104,""Metros cuadrados en Oficinas"",516,,0,0,,0"
"120326,187791,5105,""OPEX de Renta"",516,,0,0,,0"
120326,187791,5059,Sociedad,501,,0,0,,0
120326,187791,5058,Año,491,,0,0,,0
"120326,187791,5106,""OPEX de Renta de Oficinas"",329,""Coste total de la Renta de Edificios de Oficina"",0,0,,0"
"120326,187791,5262,""Total Metros cuadrados en Oficinas"",4,,0,1,[5102]+[5103],0"
"120326,187791,5102,""Metros cuadrados en Oficinas propias"",4,""Superficie horizontal ocupada por Edificios de Oficina propios de Telefónica"",0,0,,0"
"120326,187791,5103,""Metros cuadrados en Oficinas alquiladas"",4,""Superficie horizontal ocupada por Edificios de Oficina alquilados por Telefónica"",0,0,,0"
"120326,187791,5261,""Total Número de unidades de Oficinas"",3,,0,1,[5100]+[5101],0"
"120326,187791,5100,""Número de Oficinas propias"",3,""Nº de unidades de Edificios de Oficina propios de Telefónica"",0,0,,0"
"120326,187791,5101,""Número de Oficinas alquiladas"",3,""Nº de unidades de Edificios de Oficina alquilados por Telefónica"",0,0,,0"
"120326,187792,5091,""Número de unidades de Call Centers"",516,,0,0,,0"
"120326,187792,5094,""Metros cuadrados de Call Centers"",516,,0,0,,0"
"120326,187792,5097,""OPEX de Renta"",516,,0,0,,0"
120326,187792,5061,Sociedad,501,,0,0,,0
120326,187792,5060,Año,491,,0,0,,0
"120326,187792,5098,""OPEX de Renta de Call Centers"",329,""Coste total de la Renta de Centros de Llamada"",0,0,,0"
"120326,187792,5264,""Total Metros cuadrados de Call Centers"",4,,0,1,[5095]+[5096],0"
"120326,187792,5095,""Metros cuadrados de Call Centers propios"",4,""Superficie horizontal ocupada por Centros de Llamada propios de Telefónica"",0,0,,0"
"120326,187792,5096,""Metros cuadrados de Call Centers alquilados"",4,""Superficie horizontal ocupada por Centros de Llamada alquilados de Telefónica"",0,0,,0"
"120326,187792,5263,""Total Número de unidades de Call Centers"",3,,0,1,[5092]+[5093],0"
"120326,187792,5092,""Número de Call Centers propios"",3,""Nº de Centros de Llamada propios de Telefónica"",0,0,,0"
"120326,187792,5093,""Número de Call Centers alquilados"",3,""Nº de Centros de Llamada alquilados por Telefónica"",0,0,,0"
"120326,187793,5107,""Número de Tiendas"",516,,0,0,,0"
"120326,187793,5112,""Metros cuadrados de Tiendas"",516,,0,0,,0"
"120326,187793,5115,""OPEX de Renta"",516,,0,0,,0"
120326,187793,5063,Sociedad,501,,0,0,,0
"120326,187793,5116,""OPEX de Renta de Tiendas"",329,""Coste total de la Renta de Tiendas"",0,0,,0"
"120326,187793,5266,""Total Metros cuadrados de Tiendas"",4,,0,1,[5113]+[5114],0"
"120326,187793,5113,""Metros cuadrados de Tiendas propias"",4,""Superficie horizontal ocupada por Tiendas propias de Telefónica"",0,0,,0"
"120326,187793,5114,""Metros cuadrados de Tiendas alquiladas"",4,""Superficie horizontal ocupada por Tiendas alquiladas de Telefónica"",0,0,,0"
"120326,187793,5265,""Total Número de Tiendas"",3,,0,1,[5108]+[5109],0"
"120326,187793,5108,""Número de Tiendas propias"",3,""Nº de Tiendas propias de Telefónica"",0,0,,0"
"120326,187793,5109,""Número de Tiendas alquiladas"",3,""Nº de Tiendas alquiladas por Telefónica"",0,0,,0"
"120326,187793,5110,""Número de Tiendas operadas por Telefónica"",3,""Nº de Tiendas que están operadas por Telefónica."",0,0,,0"
"120326,187793,5111,""Número de Tiendas operadas por agentes o distribuidores exclusivos"",3,""Nº de Tiendas que están operadas por agentes o distribuidores exclusivos"",0,0,,0"
120326,187793,5062,Año,1,,0,0,,0
120326,187794,5118,Sociedad,501,,0,0,,0
"120326,187794,5119,""Tipo de Combustible"",497,,0,0,,0"
120326,187794,5117,Año,491,,0,0,,0
"120326,187794,5120,""Número de vehículos"",3,""Nº de vehículos que utilizan este combustible"",0,0,,0"
120326,187795,5122,Sociedad,501,,0,0,,0
"120326,187795,5123,""Tipo de Instalación"",493,,0,0,,0"
120326,187795,5121,Año,491,,0,0,,0
"120326,187795,5124,""Número de grupos electrógenos"",3,,0,0,,0"
"120326,187795,5125,""Número Equipos de aire acondicionado o refrigeración"",3,,0,0,,0"
"120326,187795,5126,""Número de Tanques de combustible"",3,,0,0,,0"
"120326,187795,5127,""Número Equipos de aire acondicionado o refrigeración con R22"",3,,0,0,,0"
120326,187805,5128,Combustible,523,,0,0,,0
"120326,187805,5129,""Unidad de Medida"",1,,0,0,,0"
120326,187807,5130,Combustible,1,,0,0,,0
120326,187815,5201,finished,5,,0,0,,0
120326,187815,5132,userId,3,,1,0,,0
120326,187815,5133,q1_sencillo_e_intuitivo_sistema_reportar,3,,0,0,,0
120326,187815,5134,q2_facil_enter_informacion_indicadores,3,,0,0,,0
120326,187815,5139,q6_sencillo_proceso_verficación,3,,0,0,,0
120326,187815,5135,q3_indicadores_dificiles_obtener,2,,0,0,,0
120326,187815,5136,q4_modificar_incluir_algun_modificador,2,,0,0,,0
120326,187815,5137,q5_0_si_o_no,2,,0,0,,0
120326,187815,5138,q5_1_consultar_informacion_historica,2,,0,0,,0
120326,187815,5140,q7_sugerencia_mejorar_recopilacion,2,,0,0,,0
"120326,188287,5318,""Compra de Energía Renovable (SIN certificado de garantía) global"",505,""* Dato global"",0,0,,0"
"120326,188287,5319,""Compra Energía Renovable (CON certificado de garantía) global"",505,""* Dato global"",0,0,,0"
"120326,188287,5320,""Compra de energía renovable mediante PPAs global"",505,""* Dato global"",0,0,,0"
"120326,188287,5321,""Compra de Energía Renovable global"",505,,0,1,[5318]+[5319]+[5320],0"
120326,188287,5317,Sociedad,501,,0,0,,0
120326,188287,5315,Periodo,500,,0,0,,0
"120326,188287,5314,Año,491,,0,1,""parent_field(""187189"", ""4698"")"",0"
"120326,188287,5316,País,490,,0,1,""parent_field(""187188"", ""4693"")"",0"
"120326,188287,5635,""Factor CO2 location"",4,,0,1,""get_field_from_value('187302', '4762 = '~[5316]~' AND 4761 = '~[5314]~'', null, '4764')"",0"
"120326,188287,5636,""Emisiones CO2eq location"",4,,0,1,[5321]*[5635]*1/1000000,0"
"120326,188287,5323,""Factor CO2 market"",4,,0,1,""get_field_from_value(""187302"", '4762 = '~[5316]~' AND 4761 = '~[5314]~'', null, ""4763"")"",0"
"120326,188287,5325,""Emisiones CO2eq market"",4,,0,1,[5321]*[5323]*1/1000000,0"
"120326,188287,5350,""Emisiones CO2eq market SIN cert"",4,,0,1,[5318]*[5323]*1/1000000,0"
"120326,188287,5351,""Emisiones CO2eq market CON cert"",4,,0,1,[5319]*[5323]*1/1000000,0"
120326,188967,5631,Entidad,501,,0,0,,0
120326,188967,5630,Año,491,,0,0,,0
"120326,189705,7009,""Combustible vehiculos"",497,,0,0,,0"
120326,189705,5838,Combustible,492,,0,0,,0
"120326,189705,5839,""Conversion Kwh"",4,,0,0,,0"
120326,189883,6519,Sociedad,501,,0,0,,0
120326,189883,6520,Periodo,500,,0,0,,0
"120326,189883,6575,Año,491,,0,1,""parent_field(""187189"", ""4698"")"",0"
"120326,189883,6576,País,490,,0,1,""parent_field(""187188"", ""4693"")"",0"
"120326,189883,6515,""Fixed Broadband (DL+UL)"",4,,0,0,,0"
"120326,189883,6516,""Mobile Broadband (DL+UL)"",4,,0,0,,0"
"120326,189883,6517,""Tráfico Total (Fijo + Móvil)"",4,,0,1,""[6515] + [6516]"",0"
"120326,189883,7048,""Accesos Totales"",4,,0,0,,0"
120326,189883,7049,Plantilla,4,,0,0,,0
"120326,199307,7593,""Tipo Consumo"",1,,0,0,,1"
"120326,199310,7685,""Tipo unidad de medida"",623,,0,0,,0"
"120326,199310,7596,""Tipo Consumo"",619,,0,0,,0"
"120326,199310,7597,""Subtipo Consumo"",1,,0,0,,1"
"120326,199321,7615,""Tipo unidad de medida"",623,,0,0,,0"
120326,199321,8083,Conversion,4,,0,0,,0
"120326,199321,7613,""Unidad de medida"",1,,0,0,,0"
"120326,199601,7616,""Tipo unidad de medida"",1,,0,0,,0"
120326,199700,7646,Agregacion,527,,0,0,,0
120326,199700,7647,Instalación,493,,0,0,,0
"120326,199781,7681,""Tipo Consumo"",619,,0,0,,0"
120326,199781,7680,Agregacion,527,,0,0,,0
120326,200629,9489,Idioma,699,,0,0,,0
120326,200629,9265,Rol,676,,0,0,,0
120326,200629,7783,Entidad,501,,0,0,,0
120326,200629,7784,Pais,490,,0,0,,0
"120326,200629,15616,""Acceso litigios aliados"",5,,0,0,,0"
"120326,200629,15105,""Pag RRHH II"",5,,0,0,,0"
"120326,200629,9491,""Pag REPUTACION"",5,,0,0,,0"
"120326,200629,9001,""Pag PRIVACIDAD Y SEGURIDAD"",5,,0,0,,0"
"120326,200629,9002,""Pag DDHH"",5,,0,0,,0"
"120326,200629,16939,""Pag FORMACION"",5,,0,0,,0"
"120326,200629,22578,""Envío email aliados"",5,,0,0,,0"
"120326,200629,10588,""Pag CALIDAD RED"",5,,0,0,,0"
"120326,200629,22378,""Pag Carta Manifestacion"",5,,0,0,,0"
"120326,200629,7788,""Pag MA"",5,,0,0,,0"
"120326,200629,7789,""Pag RRHH"",5,,0,0,,0"
"120326,200629,7790,""Pag COMPRAS"",5,,0,0,,0"
120326,200629,9336,Activado,5,,0,0,,0
"120326,200629,14235,""Pag Compliance"",5,,0,0,,0"
"120326,200629,21945,""Pag RRHH II Audit"",5,,0,0,,0"
"120326,200629,8402,""pag ÉTICA CORPORATIVA"",5,,0,0,,0"
"120326,200629,22502,""Pag Bydesign"",5,,0,0,,0"
"120326,200629,7923,""Pag HS"",5,,0,0,,0"
"120326,200629,7924,""Pag CLIENTES"",5,,0,0,,0"
"120326,200629,7925,""pag ECONOMICOS"",5,,0,0,,0"
"120326,200629,7926,""Pag PROCESO AUDITORIAS"",5,,0,0,,0"
"120326,200629,15615,""Acceso cuestionario aliados"",5,,0,0,,0"
"120326,200629,7780,""Nombre Usuario"",1,,0,0,,0"
120326,200629,7781,UserID,1,,0,0,,0
120326,200629,7782,email,1,,0,0,,0
"120326,200674,7804,""Plantilla promedio total"",4,,0,1,indicator_value(139467),0"
"120326,200674,7814,""Plantilla Total física"",4,,0,1,indicator_value(120505),0"
"120326,200674,7817,""Plantilla promedio mujeres"",4,,0,1,indicator_value(178676),0"
"120326,200674,7818,""Plantilla promedio hombres"",4,,0,1,indicator_value(178675),0"
"120326,200674,7824,""Empleados 30 - 34 años"",4,,0,1,indicator_value(139869),0"
"120326,200674,7825,""Empleados 35 - 44 años"",4,,0,1,indicator_value(139870),0"
"120326,200674,7826,""Empleados 45 - 54 años"",4,,0,1,indicator_value(139871),0"
"120326,200674,7827,""Empleados < 30"",4,,0,1,indicator_value(139868),0"
"120326,200674,7828,""Empleados > 54 años"",4,,0,1,indicator_value(139872),0"
"120326,200674,7838,""Numero total de Directivos"",4,,0,1,indicator_value(120513),0"
"120326,200674,7839,""Empleados mandos intermedios"",4,,0,1,indicator_value(139471),0"
"120326,200674,7840,""Becarios / Prácticas"",4,,0,1,indicator_value(137346),0"
"120326,200674,7841,""Empleados resto de plantilla"",4,,0,1,indicator_value(139472),0"
"120326,200674,7842,""Gastos en formación en el ejercicio"",4,,0,1,indicator_value(120763),0"
"120326,200674,7843,""Promedio de horas de formación por empleado"",4,,0,1,indicator_value(137332),0"
"120326,200674,7844,""Número de horas de formación en el ejercicio"",4,,0,1,indicator_value(120510),0"
"120326,200674,7848,""Índice de Clima y Compromiso"",4,,0,1,indicator_value(137339),0"
"120326,200674,7851,""Índice de Clima y Compromiso - mujeres"",4,,0,1,indicator_value(195991),0"
"120326,200674,7852,""Índice de Clima y Compromiso - hombres"",4,,0,1,indicator_value(195990),0"
"120326,200674,7856,""Numero total de días perdidos por cualquier tipo de incapacidad"",4,,0,1,indicator_value(133520),0"
"120326,200674,7857,""Número total de accidentes in labore con baja"",4,,0,1,indicator_value(133517),0"
"120326,200674,7858,""Número total de enfermedades profesionales"",4,,0,1,indicator_value(133521),0"
"120326,200674,7860,""Número total de días perdidos por accidente de trabajo in labore con baja"",4,,0,1,indicator_value(133518),0"
"120326,200674,7864,""Tasa de absentismo (GRI)"",4,,0,1,indicator_value(182098),0"
"120326,200674,7865,""Tasa de accidentes (GRI)"",4,,0,1,indicator_value(137728),0"
"120326,200674,7866,""Tasa de días perdidos (GRI)"",4,,0,1,indicator_value(137729),0"
"120326,200674,9884,""indicador Plantilla Total física"",3,,0,0,,0"
"120326,200674,9885,""indicador Plantilla promedio total"",3,,0,0,,0"
"120326,200674,9886,""indicador Plantilla promedio mujeres"",3,,0,0,,0"
"120326,200674,9887,""indicador Plantilla promedio hombres"",3,,0,0,,0"
"120326,200674,9888,""indicador Empleados > 54 años"",3,,0,0,,0"
"120326,200674,9889,""indicador Empleados 45 - 54 años"",3,,0,0,,0"
"120326,200674,9890,""indicador Empleados 35 - 44 años"",3,,0,0,,0"
"120326,200674,9891,""indicador Empleados 30 - 34 años"",3,,0,0,,0"
"120326,200674,9892,""indicador Empleados < 30"",3,,0,0,,0"
"120326,200674,9893,""indicador Numero total de Directivos"",3,,0,0,,0"
"120326,200674,9894,""indicador Empleados mandos intermedios"",3,,0,0,,0"
"120326,200674,9895,""indicador Becarios / Prácticas"",3,,0,0,,0"
"120326,200674,9896,""indicador Empleados resto de plantilla"",3,,0,0,,0"
"120326,200674,9897,""indicador Gastos en formación en el ejercicio"",3,,0,0,,0"
"120326,200674,9898,""indicador Promedio de horas de formación por empleado"",3,,0,0,,0"
"120326,200674,9899,""indicador Número de horas de formación en el ejercicio"",3,,0,0,,0"
"120326,200674,9900,""indicador Índice de Clima y Compromiso"",3,,0,0,,0"
"120326,200674,9901,""indicador Índice de Clima y Compromiso - mujeres"",3,,0,0,,0"
"120326,200674,9909,""indicador Índice de Clima y Compromiso - hombres"",3,,0,0,,0"
"120326,200674,9910,""indicador Numero total de días perdidos por cualquier tipo de incapacidad"",3,,0,0,,0"
"120326,200674,9911,""indicador Número total de accidentes in labore con baja"",3,,0,0,,0"
"120326,200674,9912,""indicador Número total de enfermedades profesionales"",3,,0,0,,0"
"120326,200674,9913,""indicador Número total de días perdidos por accidente de trabajo in labore con baja"",3,,0,0,,0"
"120326,200674,9914,""indicador Tasa de absentismo (GRI)"",3,,0,0,,0"
"120326,200674,9915,""indicador Tasa de días perdidos (GRI)"",3,,0,0,,0"
"120326,200674,9917,""indicador Tasa de accidentes (GRI)"",3,,0,0,,0"
"120326,200674,7801,""Pais oid"",1,,0,1,network['Network_oid'],0"
"120326,200674,7802,""Periodo oid"",1,,0,1,period['Period_oid'],0"
"120326,201018,9597,""Voluntary redundancies"",4,,0,1,indicator_value(139874),0"
"120326,201018,7887,""Total number of employees"",4,,0,1,indicator_value(120505),0"
"120326,201018,7888,""Permanent employees"",4,,0,1,indicator_value(120507),0"
"120326,201018,7889,""Number of part time employees"",4,,0,1,indicator_value(120506),0"
"120326,201018,7890,""Number of teleworkers"",4,,0,1,indicator_value(120508),0"
"120326,201018,7891,""Number of women in staff"",4,,0,1,indicator_value(120511),0"
"120326,201018,7892,""Number of senior managers"",4,,0,1,indicator_value(120513),0"
"120326,201018,7893,""Number of women on senior management"",4,,0,1,indicator_value(120512),0"
"120326,201018,7894,""Average Age of employees"",4,,0,1,indicator_value(120515),0"
"120326,201018,7895,""Average seniority of employees"",4,,0,1,indicator_value(120516),0"
"120326,201018,7896,""Percentage of female employees"",4,,0,1,indicator_value(120517),0"
"120326,201018,7897,""Number of hours of training"",4,,0,1,indicator_value(120510),0"
"120326,201018,7898,""Total expenditure in training"",4,,0,1,indicator_value(120763),0"
"120326,201018,7899,""Number of disabled employees"",4,,0,1,indicator_value(120514),0"
"120326,201018,7900,""Employees with negotiated agreement"",4,,0,1,indicator_value(120509),0"
"120326,201018,7901,""Percentage of women on senior management"",4,,0,1,indicator_value(137311),0"
"120326,201018,7902,""Salary deviation between men and women: ratio of average women's salary compared with the men's average"",4,,0,1,indicator_value(137317),0"
"120326,201018,7903,""Male employees under 30"",4,,0,1,indicator_value(136834),0"
"120326,201018,7904,""Male employees aged 30 - 34"",4,,0,1,indicator_value(136835),0"
"120326,201018,7905,""Male employees aged 35 - 44"",4,,0,1,indicator_value(136836),0"
"120326,201018,7906,""Male employees aged 45 - 54"",4,,0,1,indicator_value(136837),0"
"120326,201018,7907,""Male employees over 54"",4,,0,1,indicator_value(136838),0"
"120326,201018,7908,""Female employees under 30"",4,,0,1,indicator_value(136839),0"
"120326,201018,7909,""Female employees aged 30 - 34"",4,,0,1,indicator_value(136840),0"
"120326,201018,7910,""Female employees aged 35 - 44"",4,,0,1,indicator_value(136841),0"
"120326,201018,7911,""Female employees aged 45 - 54"",4,,0,1,indicator_value(136842),0"
"120326,201018,7912,""Female employees over 54"",4,,0,1,indicator_value(136843),0"
"120326,201018,7913,""Employee hires"",4,,0,1,indicator_value(137337),0"
"120326,201018,7914,""Number of redundancies"",4,,0,1,indicator_value(137561),0"
"120326,201018,7915,""Rotation Index"",4,,0,1,indicator_value(137348),0"
"120326,201018,7916,""Voluntary Rotation Index"",4,,0,1,indicator_value(140954),0"
"120326,201018,7917,""Employees Engagement Score"",4,,0,1,indicator_value(137339),0"
"120326,201018,7918,""Average workforce"",4,,0,1,indicator_value(139467),0"
"120326,201018,9785,""indicador Total number of employees"",3,,0,0,,0"
"120326,201018,9787,""indicador Permanent employees"",3,,0,0,,0"
"120326,201018,9789,""indicador Number of part time employees"",3,,0,0,,0"
"120326,201018,9793,""indicador Number of teleworkers"",3,,0,0,,0"
"120326,201018,9794,""indicador Number of women in staff"",3,,0,0,,0"
"120326,201018,9795,""indicador Number of senior managers"",3,,0,0,,0"
"120326,201018,9800,""indicador Number of women on senior management"",3,,0,0,,0"
"120326,201018,9801,""indicador Average Age of employees"",3,,0,0,,0"
"120326,201018,9802,""indicador Average seniority of employees"",3,,0,0,,0"
"120326,201018,9803,""indicador Percentage of female employees"",3,,0,0,,0"
"120326,201018,9808,""indicador Number of hours of training"",3,,0,0,,0"
"120326,201018,9809,""indicador Total expenditure in training"",3,,0,0,,0"
"120326,201018,9810,""indicador Number of disabled employees"",3,,0,0,,0"
"120326,201018,9811,""indicador Employees with negotiated agreement"",3,,0,0,,0"
"120326,201018,9814,""indicador Percentage of women on senior management"",3,,0,0,,0"
"120326,201018,9815,""indicador Salary deviation between men and women: ratio of average women's salary compared with the men's average"",3,,0,0,,0"
"120326,201018,9821,""indicador Male employees under 30"",3,,0,0,,0"
"120326,201018,9822,""indicador Male employees aged 30 - 34"",3,,0,0,,0"
"120326,201018,9823,""indicador Male employees aged 35 - 44"",3,,0,0,,0"
"120326,201018,9824,""indicador Male employees aged 45 - 54"",3,,0,0,,0"
"120326,201018,9825,""indicador Male employees over 54"",3,,0,0,,0"
"120326,201018,9838,""indicador Female employees under 30"",3,,0,0,,0"
"120326,201018,9839,""indicador Female employees aged 30 - 34"",3,,0,0,,0"
"120326,201018,9840,""indicador Female employees aged 35 - 44"",3,,0,0,,0"
"120326,201018,9841,""indicador Female employees aged 45 - 54"",3,,0,0,,0"
"120326,201018,9842,""indicador Female employees over 54"",3,,0,0,,0"
"120326,201018,9843,""indicador Employee hires"",3,,0,0,,0"
"120326,201018,9844,""indicador Number of redundancies"",3,,0,0,,0"
"120326,201018,9845,""indicador Rotation Index"",3,,0,0,,0"
"120326,201018,9846,""indicador Voluntary Rotation Index"",3,,0,0,,0"
"120326,201018,9847,""indicador Employees Engagement Score"",3,,0,0,,0"
"120326,201018,9848,""indicador Average workforce"",3,,0,0,,0"
"120326,201018,9849,""indicador Voluntary redundancies"",3,,0,0,,0"
120326,201018,9923,Nacionalidades,3,,0,0,,0
"120326,201018,9919,Pais,1,,0,1,""get_field_from_value('201071', '7972 = '~[7885]~'', null, '7974')"",0"
"120326,201018,7885,""Pais oid"",1,,0,1,network['Network_oid'],0"
"120326,201018,7886,""Periodo oid"",1,,0,1,period['Period_oid'],0"
"120326,201035,7936,""Total hours of training in ORP"",4,,0,1,indicator_value(133526),0"
"120326,201035,7937,""Average number of employees H&S"",4,,0,1,indicator_value(133527),0"
"120326,201035,7938,""Working hours in a year"",4,,0,1,indicator_value(140649),0"
"120326,201035,7939,""Working days in a year"",4,,0,1,indicator_value(140650),0"
"120326,201035,7940,""Medical examinations performed"",4,,0,1,indicator_value(133525),0"
"120326,201035,7941,""Absentee rate (GRI)"",4,,0,1,indicator_value(182098),0"
"120326,201035,7942,""Accident rate (GRI)"",4,,0,1,indicator_value(137728),0"
"120326,201035,7943,""Lost day rate (GRI)"",4,,0,1,indicator_value(137729),0"
"120326,201035,7944,""Rate of occupational diseases (GRI)"",4,,0,1,indicator_value(137730),0"
"120326,201035,10317,""Plantilla promedio total"",4,,0,1,indicator_value(139467),0"
"120326,201035,7929,""Number of deaths"",4,,0,1,indicator_value(133516),0"
"120326,201035,7930,""Number of accidents"",4,,0,1,indicator_value(133517),0"
"120326,201035,7931,""Days lost due to a work accident"",4,,0,1,indicator_value(133518),0"
"120326,201035,7932,""Days lost due to any kind of disability"",4,,0,1,indicator_value(133520),0"
"120326,201035,7933,""Number of professional illnesses"",4,,0,1,indicator_value(133521),0"
"120326,201035,7934,""Health and Safety Committees"",4,,0,1,indicator_value(133523),0"
"120326,201035,7935,""Percentage of employees represented on the comitees"",4,,0,1,indicator_value(133524),0"
"120326,201035,7927,""Pais oid"",1,,0,1,network['Network_oid'],0"
"120326,201035,7928,""Periodo oid"",1,,0,1,period['Period_oid'],0"
"120326,201036,7947,""Purchase volume"",4,,0,1,indicator_value(120525),0"
"120326,201036,7948,""Purchase volume locally awarded"",4,,0,1,indicator_value(120526),0"
"120326,201036,7949,""Number of suppliers"",4,,0,1,indicator_value(120527),0"
"120326,201036,7950,""Number of local suppliers"",4,,0,1,indicator_value(120528),0"
"120326,201036,8521,""Percentage of local suppliers awarded contract"",4,,0,1,indicator_value(120529),0"
"120326,201036,8522,""Percentage of local purchases"",4,,0,1,indicator_value(140687),0"
"120326,201036,8529,""Volume Services and Works"",4,,0,1,indicator_value(195979),0"
"120326,201036,8530,""Volume Network"",4,,0,1,indicator_value(195977),0"
"120326,201036,8531,""Volume B2B/B2C Solutions"",4,,0,1,indicator_value(199322),0"
"120326,201036,8532,""Volume Information Systems"",4,,0,1,indicator_value(199324),0"
"120326,201036,8533,""Volume Publicity and Marketing"",4,,0,1,indicator_value(199326),0"
"120326,201036,8534,""Volume Mobility"",4,,0,1,indicator_value(199328),0"
"120326,201036,8543,""Number of purchases negotiated by Auction"",4,,0,1,indicator_value(137148),0"
"120326,201036,8544,""Number of purchases negotiated by eSourcing"",4,,0,1,indicator_value(137146),0"
"120326,201036,8545,""Volume of purchases negotiated by Auction"",4,,0,1,indicator_value(137149),0"
"120326,201036,8546,""Volume of purchases negotiated by eSourcing"",4,,0,1,indicator_value(137147),0"
"120326,201036,8547,""Number of suppliers trained in e-commerce"",4,,0,1,indicator_value(199333),0"
"120326,201036,8548,""Volume of electronically formalized operations"",4,,0,1,indicator_value(199332),0"
"120326,201036,8549,""Number of orders"",4,,0,1,indicator_value(199331),0"
"120326,201036,8550,""Invoices submitted electronically by suppliers"",4,,0,1,indicator_value(199330),0"
"120326,201036,8555,""Volume of purchases awarded to social suppliers"",4,,0,1,indicator_value(133511),0"
"120326,201036,8556,""Main services awarded to Social Suppliers"",4,,0,1,indicator_value(199339),0"
"120326,201036,8557,""Social suppliers awarded contracts"",4,,0,1,indicator_value(199337),0"
"120326,201036,8558,""Registered social suppliers"",4,,0,1,indicator_value(199336),0"
"120326,201036,7945,""Pais oid"",1,,0,1,network['Network_oid'],0"
"120326,201036,7946,""Periodo oid"",1,,0,1,period['Period_oid'],0"
"120326,201037,7953,""Fixed accesses"",4,,0,1,indicator_value(120531),0"
"120326,201037,7954,""Mobile Acceses"",4,,0,1,indicator_value(120532),0"
"120326,201037,7955,""Broadband Accesses"",4,,0,1,indicator_value(120533),0"
"120326,201037,7956,""Pay TV Accesses"",4,,0,1,indicator_value(120534),0"
"120326,201037,7957,""Other Accesses"",4,,0,1,indicator_value(120535),0"
"120326,201037,7958,""Customer satisfaction index"",4,,0,1,indicator_value(120772),0"
"120326,201037,8011,""Total Traffic (fixed + mobile)"",4,,0,1,indicator_value(168077),0"
"120326,201037,8012,""Fixed Broadband"",4,,0,1,indicator_value(181879),0"
"120326,201037,8013,""Mobile Broadband"",4,,0,1,indicator_value(181880),0"
"120326,201037,8019,""Wholesale access"",4,,0,1,indicator_value(179599),0"
"120326,201037,7951,""Pais oid"",1,,0,1,network['Network_oid'],0"
"120326,201037,7952,""Periodo oid"",1,,0,1,period['Period_oid'],0"
"120326,201038,7961,""Customers (Telefónica Revenues)"",4,,0,1,indicator_value(120536),0"
"120326,201038,7962,""Payments to employees"",4,,0,1,indicator_value(120537),0"
"120326,201038,7963,""Investment in Capex"",4,,0,1,indicator_value(120538),0"
"120326,201038,7964,""Payments to Public administrations"",4,,0,1,indicator_value(120539),0"
"120326,201038,7965,""Investment in R+D"",4,,0,1,indicator_value(120540),0"
"120326,201038,7959,""Pais oid"",1,,0,1,network['Network_oid'],0"
"120326,201038,7960,""Periodo oid"",1,,0,1,period['Period_oid'],0"
"120326,201071,7973,""tipo entidad"",635,,0,0,,0"
120326,201071,7974,Pais,490,,0,0,,0
"120326,201071,7972,""Entidad oid"",1,,0,1,network['Network_oid'],0"
"120326,201071,7975,""Nombre entidad"",1,,0,0,,0"
120326,201171,8130,Auditado,5,,0,0,,0
